TckrSymb,FinInstrmNm,Industry,exchange
RADIOCITY,MUSIC BROADCAST LIMITED,Entertainment,NSE
MUTHOOTCAP,MUTHOOT CAP SERV LTD,Finance,NSE
MUTHOOTFIN,MUTHOOT FINANCE LIMITED,Finance,NSE
MUTHOOTMF,MUTHOOT MICROFIN LIMITED,Finance,NSE
MYMUDRA,MY MUDRA FINCORP LIMITED,Finance,NSE
NRAIL,N R AGARWAL INDS LTD,"Paper, Forest & Jute Products",NSE
NBIFIN,N.B.I. IND. FIN. CO. LTD,Finance,NSE
NACLIND,NACL INDUSTRIES LIMITED,Fertilizers & Agrochemicals,NSE
NDGL,NAGA DHUNSERI GROUP LTD,Finance,NSE
NAGAFERT,NAGARJUN FERT AND CHE LTD,Fertilizers & Agrochemicals,NSE
NAGREEKCAP,NAGREEKA CAP & INFR.LTD,Finance,NSE
NAGREEKEXP,NAGREEKA EXPORTS LTD.,Textiles & Apparels,NSE
NAHARCAP,NAHAR CAP & FIN.,Finance,NSE
NAHARINDUS,NAHAR INDS ENT LTD,Textiles & Apparels,NSE
NAHARPOLY,NAHAR POLY FILMS LIMITED,Industrial Products,NSE
NAHARSPING,NAHAR SPINNING MILLS LTD.,Textiles & Apparels,NSE
NGIL,NAKODA GROUP OF IND. LTD,Food Products,NSE
NSIL,NALWA SONS INVESTMENT LTD,Finance,NSE
NAMAN,NAMAN IN-STORE (INDIA) L,,NSE
NAMOEWASTE,NAMO EWASTE MANAGEMENT L,Other Utilities,NSE
NDL,NANDAN DENIM LIMITED,Textiles & Apparels,NSE
JAIPURKURT,NANDANI CREATION LIMITED,Textiles & Apparels,NSE
NH,NARAYANA HRUDAYALAYA LTD.,Healthcare Services,NSE
NARMADA,NARMADA AGROBASE LIMITED,Food Products,NSE
NATCOPHARM,NATCO PHARMA LTD.,Pharmaceuticals & Biotechnology,NSE
NATHBIOGEN,NATH BIO-GENES (I) LTD,Agricultural Food & other Products,NSE
NATIONALUM,NATIONAL ALUMINIUM CO LTD,Non - Ferrous Metals,NSE
NFL,NATIONAL FERT. LTD,Fertilizers & Agrochemicals,NSE
NATCAPSUQ,NATURAL CAPSULES LIMITED,Pharmaceuticals & Biotechnology,NSE
NAVA,NAVA LIMITED,Power,NSE
NAVINFLUOR,NAVIN FLUORINE INT. LTD,Chemicals & Petrochemicals,NSE
NAVKARCORP,NAVKAR CORPORATION LTD.,Transport Services,NSE
NAVKARURB,NAVKAR URBANSTRUCTURE LTD,Construction,NSE
NAVNETEDUL,NAVNEET EDUCATION LTD,Printing & Publication,NSE
NAZARA,NAZARA TECHNOLOGIES LTD,Entertainment,NSE
NBCC,NBCC (INDIA) LIMITED,Construction,NSE
NCC,NCC LIMITED,Construction,NSE
NCLIND,NCL INDUSTRIES LIMITED,Cement & Cement Products,NSE
NDLVENTURE,NDL VENTURES LIMITED,Finance,NSE
NDRAUTO,NDR AUTO COMPONENTS LTD,Auto Components,NSE
NDTV,NDTV LTD,Entertainment,NSE
NECLIFE,NECTAR LIFESCIENCES LTD.,Pharmaceuticals & Biotechnology,NSE
NELCAST,NELCAST LIMITED,Industrial Products,NSE
NELCO,NELCO LTD,IT - Hardware,NSE
NEOGEN,NEOGEN CHEMICALS LIMITED,Chemicals & Petrochemicals,NSE
NEPHROCARE,NEPHRO CARE INDIA LIMITED,Healthcare Services,NSE
NESCO,NESCO LTD.,Commercial Services & Supplies,NSE
NESTLEIND,NESTLE INDIA LIMITED,Food Products,NSE
NETWEB,NETWEB TECH INDIA LTD,IT - Services,NSE
NPST,NETWORK PEOPLE SRV TECH L,IT - Services,NSE
NETWORK18,NETWORK18 MEDIA & INV LTD,Entertainment,NSE
NEULANDLAB,NEULAND LAB LTD.,Pharmaceuticals & Biotechnology,NSE
NEWGEN,NEWGEN SOFTWARE TECH LTD,IT - Software,NSE
NEWJAISA,NEWJAISA TECHNOLOGIES LTD,IT - Hardware,NSE
NMSTEEL,NEWMALAYALAM STEEL LTD,Industrial Products,NSE
NEXTMEDIA,NEXT MEDIAWORKS LIMITED,Entertainment,NSE
NXST,NEXUS SELECT TRUST,Realty,NSE
NGLFINE,NGL FINE CHEM LIMITED,Pharmaceuticals & Biotechnology,NSE
890NHB34,NHB 8.90 NCD TR II SR 3 B,,NSE
893NHB29,NHB 8.93 NCD TR II SR 2 B,,NSE
NHPC,NHPC LTD,Power,NSE
NIBE,NIBE LIMITED,Aerospace & Defense,NSE
NIDAN,NIDAN LABS AND HEALTH LTD,Healthcare Services,NSE
NIITMTS,NIIT LEARNING SYSTEMS LTD,Other Consumer Services,NSE
NIITLTD,NIIT LIMITED,Other Consumer Services,NSE
NILAINFRA,NILA INFRASTRUCTURES LTD,Realty,NSE
NILASPACES,NILA SPACES LIMITED,Realty,NSE
NILKAMAL,NILKAMAL LIMITED,Consumer Durables,NSE
NINSYS,NINTEC SYSTEMS LIMITED,IT - Software,NSE
BANKBEES,NIP IND ETF BANK BEES,,NSE
CONSUMBEES,NIP IND ETF CONSUMPTION,,NSE
DIVOPPBEES,NIP IND ETF DIV OPP,,NSE
NV20BEES,NIP IND ETF ETF NV20,,NSE
GOLDBEES,NIP IND ETF GOLD BEES,,NSE
HNGSNGBEES,NIP IND ETF HANGSENG BEES,,NSE
INFRABEES,NIP IND ETF INFRA BEES,,NSE
ITBEES,NIP IND ETF IT,,NSE
JUNIORBEES,NIP IND ETF JUNIOR BEES,,NSE
LIQUIDBEES,NIP IND ETF LIQUID BEES,,NSE
LTGILTBEES,NIP IND ETF LONGTERM GILT,,NSE
MID150BEES,NIP IND ETF MIDCAP 150,,NSE
NIF100BEES,NIP IND ETF NIFTY 100,,NSE
NIFTYBEES,NIP IND ETF NIFTY BEES,,NSE
PSUBNKBEES,NIP IND ETF PSU BANK BEES,,NSE
SHARIABEES,NIP IND ETF SHARIAH BEES,,NSE
NAM-INDIA,NIPPON L I A M LTD,Capital Markets,NSE
AUTOBEES,NIPPONAMC - NETFAUTO,,NSE
PHARMABEES,NIPPONAMC - NETFPHARMA,,NSE
SILVERBEES,NIPPONAMC - NETFSILVER,,NSE
NIRAJ,NIRAJ CEMENT STRUC LTD,Construction,NSE
NIRMAN,NIRMAN AGRI GENTICS LTD,Agricultural Food & other Products,NSE
NITCO,NITCO LIMITED,Consumer Durables,NSE
NITINSPIN,NITIN SPINNERS LIMITED,Textiles & Apparels,NSE
NITIRAJ,NITIRAJ ENGINEERS LTD,Consumer Durables,NSE
NIVABUPA,NIVA BUPA HEALTH INS CO L,Insurance,NSE
NKIND,NK INDUSTRIES LTD,Agricultural Food & other Products,NSE
NLCINDIA,NLC INDIA LIMITED,Power,NSE
NMDC,NMDC LTD.,Minerals & Mining,NSE
NSLNISP,NMDC STEEL LIMITED,Ferrous Metals,NSE
NOCIL,NOCIL LIMITED,Chemicals & Petrochemicals,NSE
NOIDATOLL,NOIDA TOLL BRIDGE CO LTD,,NSE
NORBTEAEXP,NORBEN TEA &EXPORTS LTD,Agricultural Food & other Products,NSE
NECCLTD,NORTH EAST CARRY CORP LTD,Transport Services,NSE
NORTHARC,NORTHERN ARC CAPITAL LTD,Finance,NSE
NOVAAGRI,NOVA AGRITECH LIMITED,Fertilizers & Agrochemicals,NSE
NRBBEARING,NRB BEARING LIMITED,Auto Components,NSE
NIBL,NRB INDUS. BEARINGS LTD.,Industrial Products,NSE
NTPCGREEN,NTPC GREEN ENERGY LIMITED,Power,NSE
NTPC,NTPC LTD,Power,NSE
NUCLEUS,NUCLEUS SOFTWARE EXPORTS,IT - Software,NSE
NRL,NUPUR RECYCLERS LIMITED,Metals & Minerals Trading,NSE
NURECA,NURECA LIMITED,Healthcare Equipment & Supplies,NSE
NUVAMA,NUVAMA WEALTH MANAGE LTD,Capital Markets,NSE
NUVOCO,NUVOCO VISTAS CORP LTD,Cement & Cement Products,NSE
OBEROIRLTY,OBEROI REALTY LIMITED,Realty,NSE
OBSCP,OBSC PERFECTION LIMITED,Auto Components,NSE
OCCLLTD,OCCL LIMITED,Chemicals & Petrochemicals,NSE
ODIGMA,ODIGMA CONSULTANCY SOL L,IT - Services,NSE
ONGC,OIL AND NATURAL GAS CORP.,Oil,NSE
OILCOUNTUB,OIL COUNTRY TUBULAR LTD,Oil,NSE
OIL,OIL INDIA LTD,Oil,NSE
OLAELEC,OLA ELECTRIC MOBILITY LTD,Automobiles,NSE
OLECTRA,OLECTRA GREENTECH LIMITED,Automobiles,NSE
OMINFRAL,OM INFRA LIMITED,Construction,NSE
OMAXAUTO,OMAX AUTOS LTD,Auto Components,NSE
OMAXE,OMAXE LIMITED,Realty,NSE
OMFURN,OMFURN INDIA LIMITED,,NSE
OMKARCHEM,OMKAR SPL CHEM LTD,Chemicals & Petrochemicals,NSE
ONDOOR,ON DOOR CONCEPTS LIMITED,Retailing,NSE
PAYTM,ONE 97 COMMUNICATIONS LTD,Financial Technology (Fintech),NSE
MOBIKWIK,ONE MOBIKWIK SYSTEMS LTD,Financial Technology (Fintech),NSE
ONEPOINT,ONE POINT ONE SOL LTD,Commercial Services & Supplies,NSE
OLIL,ONECLICK LOGISTICS IND L,Transport Services,NSE
ONELIFECAP,ONELIFE CAP ADVISORS LTD,Capital Markets,NSE
ONESOURCE,ONESOURCE SPECL PHARMA L,Pharmaceuticals & Biotechnology,NSE
ONMOBILE,ONMOBILE GLOBAL LTD.,Media,NSE
ONWARDTEC,ONWARD TECHNOLOGIES LTD,IT - Services,NSE
ONYX,ONYX BIOTEC LIMITED,,NSE
OPTIEMUS,OPTIEMUS INFRACOM LTD,Telecom - Equipment & Accessories,NSE
OFSS,ORACLE FIN SERV SOFT LTD.,IT - Software,NSE
ORBTEXP,ORBIT EXPORTS LIMITED,Textiles & Apparels,NSE
ORCHASP,ORCHASP LIMITED,IT - Software,NSE
ORCHPHARMA,ORCHID PHARMA LIMITED,Pharmaceuticals & Biotechnology,NSE
ORIANA,ORIANA POWER LIMITED,Electrical Equipment,NSE
ORICONENT,ORICON ENTERPRISES LTD,Industrial Products,NSE
ORIENTBELL,ORIENT BELL LIMITED,Consumer Durables,NSE
ORIENTCEM,ORIENT CEMENT LTD.,Cement & Cement Products,NSE
ORIENTCER,ORIENT CERATECH LIMITED,Industrial Products,NSE
ORIENTELEC,ORIENT ELECTRIC LIMITED,Consumer Durables,NSE
GREENPOWER,ORIENT GREEN POWER CO LTD,Power,NSE
ORIENTHOT,ORIENT HOTELS LTD,Leisure Services,NSE
ORIENTPPR,ORIENT PAPER AND INDS LTD,"Paper, Forest & Jute Products",NSE
ORIENTLTD,ORIENT PRESS LIMITED,Industrial Products,NSE
ORIENTTECH,ORIENT TECHNOLOGIES LTD,IT - Services,NSE
OAL,ORIENTAL AROMATICS LTD,Chemicals & Petrochemicals,NSE
OCCL,ORIENTAL CARBN & CHEM LTD,Chemicals & Petrochemicals,NSE
ORIENTALTL,ORIENTAL TRIMEX LTD,Consumer Durables,NSE
OBCL,ORISSA BENGAL CARRIER LTD,Transport Services,NSE
ORISSAMINE,ORISSA MIN DEV CO LTD,Minerals & Mining,NSE
ORTEL,ORTEL COMMUNICATIONS LTD,Entertainment,NSE
ORTINGLOBE,ORTIN GLOBAL LIMITED,Pharmaceuticals & Biotechnology,NSE
OSELDEVICE,OSEL DEVICES LIMITED,Healthcare Equipment & Supplies,NSE
OSIAHYPER,OSIA HYPER RETAIL LIMITED,Retailing,NSE
OSWALAGRO,OSWAL AGRO MILLS LTD,Commercial Services & Supplies,NSE
OSWALGREEN,OSWAL GREENTECH LIMITED,Finance,NSE
OWAIS,OWAIS METAL & MINERAL,Ferrous Metals,NSE
PNGJL,P N GADGIL JEWELLERS LTD,Consumer Durables,NSE
PSRAJ,P S RAJ STEELS LIMITED,Industrial Products,NSE
PGHH,P&G HYGIENE & HEALTH CARE,Personal Products,NSE
PROPEQUITY,P. E. ANALYTICS LIMITED,Realty,NSE
PAGEIND,PAGE INDUSTRIES LTD,Textiles & Apparels,NSE
PAISALO,PAISALO DIGITAL LIMITED,Finance,NSE
PAKKA,PAKKA LIMITED,"Paper, Forest & Jute Products",NSE
PALASHSECU,PALASH SECURITIES LTD,Food Products,NSE
PALREDTEC,PALRED TECHNOLOGIES LTD,IT - Services,NSE
PANACEABIO,PANACEA BIOTEC LTD,Pharmaceuticals & Biotechnology,NSE
PANACHE,PANACHE DIGILIFE LIMITED,IT - Services,NSE
PANAMAPET,PANAMA PETROCHEM LTD,Petroleum Products,NSE
PANSARI,PANSARI DEVELOPERS LTD,Realty,NSE
PAR,PAR DRUGS AND CHEM LTD,Pharmaceuticals & Biotechnology,NSE
PARADEEP,PARADEEP PHOSPHATES LTD,Fertilizers & Agrochemicals,NSE
PARAGMILK,PARAG MILK FOODS LTD.,Food Products,NSE
PARAGON,PARAGON FINE S.C. LTD.,Chemicals & Petrochemicals,NSE
PARACABLES,PARAMOUNT COMM LTD,Industrial Products,NSE
PARAMOUNT,PARAMOUNT DYE TEC LIMITED,Textiles & Apparels,NSE
PSFL,PARAMOUNT SPECIALI FORG L,Industrial Products,NSE
PARAS,PARAS DEF AND SPCE TECH L,Aerospace & Defense,NSE
PARASPETRO,PARAS PETROFILS LTD.,Finance,NSE
PARIN,PARIN ENTERPRISES LIMITED,,NSE
PARKHOTELS,PARKHOTELS,Leisure Services,NSE
PARSVNATH,PARSVNATH DEVELOPER LTD,Realty,NSE
PARTYCRUS,PARTY CRUISERS LIMITED,Other Consumer Services,NSE
PASHUPATI,PASHUPATI COTSPIN LIMITED,Textiles & Apparels,NSE
PASUPTAC,PASUPATI ACRYLON LIMITED,Chemicals & Petrochemicals,NSE
PATANJALI,PATANJALI FOODS LIMITED,Agricultural Food & other Products,NSE
PATELENG,PATEL ENGINEERING LTD.,Construction,NSE
PATINTLOG,PATEL INT. LOG. LTD,Transport Services,NSE
PAVNAIND,PAVNA INDUSTRIES LIMITED,Auto Components,NSE
POLICYBZR,PB FINTECH LIMITED,Financial Technology (Fintech),NSE
PCJEWELLER,PC JEWELLER LTD,Consumer Durables,NSE
PCBL,PCBL CHEMICAL LIMITED,Chemicals & Petrochemicals,NSE
PDSL,PDS LIMITED,Textiles & Apparels,NSE
PGIL,PEARL GLOBAL IND LIMITED,Textiles & Apparels,NSE
PEARLPOLY,PEARL POLYMERS LTD,Consumer Durables,NSE
PELATRO,PELATRO LIMITED,Media,NSE
PENINLAND,PENINSULA LAND LIMITED,Realty,NSE
PENIND,PENNAR INDUSTRIES LTD,Industrial Manufacturing,NSE
PENTAGON,PENTAGON RUBBER LIMITED,Industrial Products,NSE
PERSISTENT,PERSISTENT SYSTEMS LTD,IT - Software,NSE
PCCL,PETRO CARBON AND CHEMI L,Minerals & Mining,NSE
PETRONET,PETRONET LNG LIMITED,Gas,NSE
PFIZER,PFIZER LTD,Pharmaceuticals & Biotechnology,NSE
PGEL,PG ELECTROPLAST LTD,Consumer Durables,NSE
PHANTOMFX,PHANTOM DIGITAL EFF LTD,Entertainment,NSE
PHOGLOBAL,PHOENIX OVERSEAS LIMITED,Commercial Services & Supplies,NSE
PIIND,PI INDUSTRIES LTD,Fertilizers & Agrochemicals,NSE
PPSL,PICTUREPOST STUDIOS LTD,Entertainment,NSE
PIDILITIND,PIDILITE INDUSTRIES LTD,Chemicals & Petrochemicals,NSE
PILITA,PIL ITALICA LIFESTYLE LTD,Consumer Durables,NSE
PILANIINVS,PILANI INV & IND COR LTD,Finance,NSE
PIONEEREMB,PIONEER EMBROIDERIES LTD,Textiles & Apparels,NSE
PEL,PIRAMAL ENTERPRISES LTD,Finance,NSE
PPLPHARMA,PIRAMAL PHARMA LIMITED,Pharmaceuticals & Biotechnology,NSE
PITTIENG,PITTI ENGINEERING LIMITED,Industrial Manufacturing,NSE
PIXTRANS,PIX TRANSMISSIONS LIMITED,Industrial Products,NSE
PLASTIBLEN,PLASTIBLENDS INDIA LTD,Chemicals & Petrochemicals,NSE
PLATIND,PLATINUM INDUSTRIES LTD,Chemicals & Petrochemicals,NSE
PLAZACABLE,PLAZA WIRES LIMITED,Industrial Products,NSE
PNBGILTS,PNB GILTS LIMITED,Finance,NSE
PNBHOUSING,PNB HOUSING FIN LTD.,Finance,NSE
PNCINFRA,PNC INFRATECH LTD.,Construction,NSE
PODDARMENT,PODDAR PIGMENTS LIMITED,Chemicals & Petrochemicals,NSE
POKARNA,POKARNA LIMITED,Consumer Durables,NSE
POLYMED,POLY MEDICURE LIMITED,Healthcare Equipment & Supplies,NSE
POLYCAB,POLYCAB INDIA LIMITED,Industrial Products,NSE
POLYPLEX,POLYPLEX CORPORATION LTD,Industrial Products,NSE
POLYSIL,POLYSIL IRRIGATION SYST L,Industrial Products,NSE
POCL,PONDY OXIDES & CHEM LTD,Diversified Metals,NSE
PONNIERODE,PONNIE SUGARS (ERODE) LTD,Agricultural Food & other Products,NSE
POONAWALLA,POONAWALLA FINCORP LTD,Finance,NSE
PVSL,POPULAR VEHICLES N SER L,Automobiles,NSE
POSITRON,POSITRON ENERGY LIMITED,Commercial Services & Supplies,NSE
PFC,POWER FIN CORP LTD.,Finance,NSE
POWERGRID,POWER GRID CORP. LTD.,Power,NSE
PIGL,POWER INSTRUMENT (G) LTD,Electrical Equipment,NSE
POWERMECH,POWER MECH PROJECTS LTD.,Construction,NSE
PGINVIT,POWERGRID INFRA. INVITS,Power,NSE
PPAP,PPAP AUTOMOTIVE LIMITED,Auto Components,NSE
PRABHA,PRABHA ENERGY LIMITED,Oil,NSE
PRAJIND,PRAJ INDUSTRIES LTD,Industrial Manufacturing,NSE
PRAENG,PRAJAY ENG. SYN. LTD.,Realty,NSE
PRAKASH,PRAKASH INDUSTRIES LTD,Ferrous Metals,NSE
PPL,PRAKASH PIPES LIMITED,Industrial Products,NSE
PRAKASHSTL,PRAKASH STEELAGE LTD,Industrial Products,NSE
PRAMARA,PRAMARA PROMOTIONS LTD,Media,NSE
PRANIK,PRANIK LOGISTICS LIMITED,Transport Services,NSE
DIAMONDYD,PRATAAP SNACKS LIMITED,Food Products,NSE
PRATHAM,PRATHAM EPC PROJECTS LTD,Construction,NSE
PRAXIS,PRAXIS HOME RETAIL LTD,Retailing,NSE
PRECAM,PRECISION CAMSHAFTS LTD.,Auto Components,NSE
PRECISION,PRECISION METALIKS LTD,Auto Components,NSE
PRECWIRE,PRECISION WIRES INDIA LTD,Industrial Products,NSE
PRECOT,PRECOT LIMITED,Textiles & Apparels,NSE
PREMIERENE,PREMIER ENERGIES LIMITED,Electrical Equipment,NSE
PREMEXPLN,PREMIER EXPLOSIVES LTD,Chemicals & Petrochemicals,NSE
PREMIER,PREMIER LIMITED,Industrial Manufacturing,NSE
PREMIERPOL,PREMIER POLYFILM LTD,Industrial Products,NSE
PRLIND,PREMIER ROADLINES LIMITED,Transport Services,NSE
PREMIUM,PREMIUM PLAST LIMITED,Auto Components,NSE
PRESSTONIC,PRESSTONIC ENGINEERING L,Industrial Manufacturing,NSE
PRESTIGE,PRESTIGE ESTATE LTD,Realty,NSE
PRICOLLTD,PRICOL LIMITED,Auto Components,NSE
PFOCUS,PRIME FOCUS LIMITED,Entertainment,NSE
PRIMESECU,PRIME SECURITIES LIMITED,Finance,NSE
PRIMO,PRIMO CHEMICALS LIMITED,Chemicals & Petrochemicals,NSE
PRINCEPIPE,PRINCE PIPES FITTINGS LTD,Industrial Products,NSE
PRSMJOHNSN,PRISM JOHNSON LIMITED,Cement & Cement Products,NSE
PRITI,PRITI INTERNATIONAL LTD,,NSE
PRITIKAUTO,PRITIKA AUTO INDUS LTD,Auto Components,NSE
PRITIKA,PRITIKA ENG COMPO LTD,Auto Components,NSE
PNC,PRITISH NANDY COMMUNICATI,Entertainment,NSE
PRIVISCL,PRIVI SPECIALITY CHE LTD,Chemicals & Petrochemicals,NSE
PRIZOR,PRIZOR VIZTECH LIMITED,Industrial Manufacturing,NSE
PGHL,PROCTER & GAMBLE HEALTH L,Pharmaceuticals & Biotechnology,NSE
PROLIFE,PROLIFE INDUSTRIES LTD,Chemicals & Petrochemicals,NSE
PROTEAN,PROTEAN EGOV TECHNO LTD,IT - Services,NSE
PROV,PROVENTUS AGROCOM LIMITED,Food Products,NSE
PROZONER,PROZONE REALTY LIMITED,Realty,NSE
PRUDENT,PRUDENT CORP ADV SER LTD,Capital Markets,NSE
PRUDMOULI,PRUDENTIAL SUGAR CORPORAT,Agricultural Food & other Products,NSE
PSPPROJECT,PSP PROJECTS LIMITED,Construction,NSE
PFS,PTC INDIA FIN SERV LTD,Finance,NSE
PTC,PTC INDIA LIMITED,Power,NSE
PTCIL,PTC INDUSTRIES LIMITED,Industrial Products,NSE
PTL,PTL ENTERPRISES LTD,Commercial Services & Supplies,NSE
PDMJEPAPER,PUDUMJEE PAPER PRO. LTD,"Paper, Forest & Jute Products",NSE
PULZ,PULZ ELECTRONICS LIMITED,Consumer Durables,NSE
PSB,PUNJAB & SIND BANK,Banks,NSE
PUNJABCHEM,PUNJAB CHEM & CROP PROT L,Fertilizers & Agrochemicals,NSE
PNB,PUNJAB NATIONAL BANK,Banks,NSE
PURVA,PURAVANKARA LIMITED,Realty,NSE
PURPLEUTED,PURPLE UNITED SALES LTD,Textiles & Apparels,NSE
PURVFLEXI,PURV FLEXIPACK LIMITED,Industrial Products,NSE
PVP,PVP VENTURES LIMITED,Realty,NSE
PVRINOX,PVR INOX LIMITED,Entertainment,NSE
PYRAMID,PYRAMID TECHNOPLAST LTD,Industrial Products,NSE
QMSMEDI,QMS MEDICAL ALLIED S LTD,Healthcare Equipment & Supplies,NSE
QUADPRO,QUADPRO ITES LIMITED,IT - Services,NSE
QUADFUTURE,QUADRANT FUTURE TEK LTD,Industrial Products,NSE
QFIL,QUALITY FOILS (INDIA) LTD,Industrial Products,NSE
QPOWER,QUALITY POWER ELEC EQUP L,Electrical Equipment,NSE
QGOLDHALF,QUANTUM GOLD FUND,,NSE
QNIFTY,QUANTUM NIFTY 50 ETF,,NSE
QUESS,QUESS CORP LIMITED,Commercial Services & Supplies,NSE
QUESTLAB,QUEST LABORATORIES LTD,Pharmaceuticals & Biotechnology,NSE
QUICKHEAL,QUICK HEAL TECH LTD,IT - Software,NSE
QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L,IT - Software,NSE
QVCEL,QVC EXPORTS LIMITED,Ferrous Metals,NSE
RKSWAMY,R K SWAMY LIMITED,Media,NSE
RMDRIP,R M DRIP & SPRINK SYS LTD,Industrial Products,NSE
RRKABEL,R R KABEL LIMITED,Industrial Products,NSE
RSYSTEMS,R SYS INTERNATIONAL LTD,IT - Services,NSE
RSSOFTWARE,R. S. SOFTWARE (INDIA) LI,IT - Software,NSE
RPPINFRA,R.P.P INFRA PROJECTS LTD.,Construction,NSE
RACE,RACE ECO CHAIN LIMITED,Other Utilities,NSE
RILINFRA,RACHANA INFRA LTD,Construction,NSE
RACLGEAR,RACL GEARTECH LIMITED,Auto Components,NSE
RADAAN,RADAAN MEDIAWORKS (I) LTD,Entertainment,NSE
RADHIKAJWE,RADHIKA JEWELTECH LIMITED,Consumer Durables,NSE
RADIANTCMS,RADIANT CASH MGMT SER LTD,Commercial Services & Supplies,NSE
RADICO,RADICO KHAITAN LTD,Beverages,NSE
RADIOWALLA,RADIOWALLA NETWORK LTD,Entertainment,NSE
RPEL,RAGHAV PRODUCTIVITY ENH L,Industrial Products,NSE
RVNL,RAIL VIKAS NIGAM LIMITED,Construction,NSE
RAILTEL,RAILTEL CORP OF IND LTD,Telecom - Services,NSE
RAIN,RAIN INDUSTRIES LIMITED,Chemicals & Petrochemicals,NSE
RAINBOW,RAINBOW CHILDRENS MED LTD,Healthcare Services,NSE
ROML,RAJ OIL MILLS LIMITED,Agricultural Food & other Products,NSE
RAJRILTD,RAJ RAYON INDUSTRIES LTD,Textiles & Apparels,NSE
RAJTV,RAJ TV NETWORK LTD,Entertainment,NSE
ARENTERP,RAJDARSHAN INDUSTRIES LTD,Metals & Minerals Trading,NSE
RAJESHEXPO,RAJESH EXPORTS LTD,Consumer Durables,NSE
RCDL,RAJGOR CASTOR DERIVATI L,Agricultural Food & other Products,NSE
RAJMET,RAJNANDINI METAL LIMITED,Industrial Products,NSE
RAJPUTANA,RAJPUTANA BIODIESEL LTD,Chemicals & Petrochemicals,NSE
RAJINDLTD,RAJPUTANA INDUSTRIES LTD,Industrial Products,NSE
RAJRATAN,RAJRATAN GLOBAL WIRE LTD,Auto Components,NSE
RPPL,RAJSHREE POLYPACK LTD,Industrial Products,NSE
RAJSREESUG,RAJSHREE SUGAR & CHEMICAL,Agricultural Food & other Products,NSE
RALLIS,RALLIS INDIA LTD,Fertilizers & Agrochemicals,NSE
RAMRAT,RAM RATNA WIRES LIMITED,Electrical Equipment,NSE
RAMAPHO,RAMA PHOSPHATES LIMITED,Fertilizers & Agrochemicals,NSE
RAMASTEEL,RAMA STEEL TUBES LIMITED,Industrial Products,NSE
RAMCOIND,RAMCO INDUSTRIES LIMITED,Other Construction Materials,NSE
RAMCOSYS,RAMCO SYSTEMS LTD.,IT - Software,NSE
RBS,RAMDEVBABA SOLVENT LTD,Agricultural Food & other Products,NSE
RKFORGE,RAMKRISHNA FORGINGS LTD,Auto Components,NSE
RAMKY,RAMKY INFRA LTD,Construction,NSE
RANASUG,RANA SUGARS LTD.,Agricultural Food & other Products,NSE
RML,RANE (MADRAS) LIMITED,Auto Components,NSE
RANEHOLDIN,RANE HOLDINGS LIMITED,Finance,NSE
RAPPID,RAPPID VALVES (INDIA) LTD,Industrial Products,NSE
RPTECH,RASHI PERIPHERALS LIMITED,IT - Hardware,NSE
RCF,RASHTRIYA CHEMICALS & FER,Fertilizers & Agrochemicals,NSE
RATEGAIN,RATEGAIN TRAVEL TECHN LTD,IT - Software,NSE
RATNAMANI,RATNAMANI MET & TUB LTD.,Industrial Products,NSE
RATNAVEER,RATNAVEER PRECISION ENG L,Industrial Products,NSE
RTNINDIA,RATTANINDIA ENT LIMITED,Retailing,NSE
RTNPOWER,RATTANINDIA POWER LIMITED,Power,NSE
RKDL,RAVI KUMAR DIST. LTD.,Beverages,NSE
RVHL,RAVINDER HEIGHTS LIMITED,Realty,NSE
RELTD,RAVINDRA ENERGY LIMITED,Commercial Services & Supplies,NSE
RAYMOND,RAYMOND - DEP SETT,Realty,NSE
RAYMONDLSL,RAYMOND LIFESTYLE LIMITED,Textiles & Apparels,NSE
RBLBANK,RBL BANK LIMITED,Banks,NSE
RBMINFRA,RBM INFRACON LIMITED,Commercial Services & Supplies,NSE
RBZJEWEL,RBZ JEWELLERS LIMITED,Consumer Durables,NSE
READYMIX,READYMIX CONSTRU MACHI L,Construction,NSE
RECLTD,REC LIMITED,Finance,NSE
REDINGTON,REDINGTON LIMITED,Commercial Services & Supplies,NSE
REDTAPE,REDTAPE LIMITED,Consumer Durables,NSE
REFEX,REFEX INDUSTRIES LIMITED,Chemicals & Petrochemicals,NSE
REFRACTORY,REFRACTORY SHAPES LIMITED,Industrial Products,NSE
REGENCERAM,REGENCY CERAMICS LTD.,Consumer Durables,NSE
RELAXO,RELAXO FOOT LTD.,Consumer Durables,NSE
GILT5YBEES,RELCAPAMC - NETFGILT5Y,,NSE
SDL26BEES,RELCAPAMC-NETFSDL26,,NSE
RELIABLE,RELIABLE DATA SERVICE LTD,Finance,NSE
RELCHEMQ,RELIANCE CHEMOTEX IND LTD,Textiles & Apparels,NSE
RCOM,RELIANCE COMMUNICATIONS L,Telecom - Services,NSE
RHFL,RELIANCE HOME FINANCE LTD,Finance,NSE
RIIL,RELIANCE INDUSTRIAL INFRA,Transport Services,NSE
RELIANCE,RELIANCE INDUSTRIES LTD,Petroleum Products,NSE
RELINFRA,RELIANCE INFRASTRUCTU LTD,Power,NSE
RPOWER,RELIANCE POWER LTD.,Power,NSE
RELIGARE,RELIGARE ENTER. LTD.,Finance,NSE
